,headline,date,snippet,source,headline_sentiment,snippet_sentiment
232,BRIEF-Entra Buys Development Project In Oslo,19/03/2018,"IS APPROXIMATELY 3,150 SQM AND IS 81 % LET ONSHORTTERM CONTRACTS.​* ‍CLOSING",reuters,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
233,New Chile govt undecided on blocking SQM sale to China firms -official,16/03/2018,predecessor to block the sale of a stake in top lithium minerSQM of a 32 percent stake in SQM to China's TianqiLithium or any related,reuters,0.31|0.69|0.0|-0.5423,0.113|0.817|0.07|-0.2732
234,RPT-EXPLAINER-Chile attempts to block China from prize lithium asset,14/03/2018,"stake in Chilean lithium company SQM to aChinese firm, which oversees SQM's lithiumleases in the Salar de Atacama, claimed",reuters,0.197|0.408|0.395|0.4404,0.0|1.0|0.0|0.0
235,Explainer: Chile attempts to block China from prize lithium asset,13/03/2018,of a 32 percent stake in Chilean lithium company SQM  lithium leases,reuters,0.185|0.446|0.369|0.4404,0.0|1.0|0.0|0.0
236,EXPLAINER-Chile attempts to block China from prize lithium asset,13/03/2018,"the sale of a 32 percentstake in Chilean lithium company SQM development agency Corfo, which oversees SQM's lithiumleases in the Salar",reuters,0.197|0.408|0.395|0.4404,0.0|1.0|0.0|0.0
237,Corn as cash: Brazil's bartering farmers raise risks for Canada's Nutrien,12/03/2018,"and shareholder returns after it sells stakes in companies SQM, Arab Potash",reuters,0.174|0.826|0.0|-0.2732,0.0|1.0|0.0|0.0
238,RPT-FOCUS-Corn as cash: Brazil's bartering farmers raise risks for Canada's Nutrien,12/03/2018,in Brazil and shareholder returns afterit sells stakes in companies SQM,reuters,0.174|0.826|0.0|-0.2732,0.0|1.0|0.0|0.0
239,FOCUS-Corn as cash: Brazil's bartering farmers raise risks for Canada's Nutrien,12/03/2018,"it sells stakes in companies SQM , Arab Potash Company",reuters,0.174|0.826|0.0|-0.2732,0.0|1.0|0.0|0.0
240,Exclusive: Chile files complaint to block sale of SQM shares to Chinese companies,09/03/2018,"in lithium company SQM to a Chinese company on the grounds it would.Chile development agency Corfo, which oversees SQM's lithium leases",reuters,0.287|0.506|0.208|-0.34,0.0|1.0|0.0|0.0
241,Chile says companies to invest $754 million in lithium industry,09/03/2018,struck a deal with miner SQM that would allow Codelco to begin lithium,reuters,0.0|1.0|0.0|0.0,0.144|0.719|0.137|-0.0258
242,"BRIEF-Fabege Leases 3,800 sqm To North Alliance In Stockholm City Centre",08/03/2018,"March 8 (Reuters) - FABEGE AB:* FABEGE LEASES 3,800 SQM TO NORTH APPROXIMATELY 3,800 SQM ANDEXTENDS FOR SEVEN YEARSSource text for Eikon",reuters,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
243,Investors bet on component makers in electric car shift,07/03/2018,miners SQM  in Chile and Orocobre ,reuters,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
244,"BRIEF-Russia's Etalon to launch up to 700,000 sqm of NSA in 2018​",05/03/2018,"March 5 (Reuters) - Russian homebuilder Etalon Group Plcsaid on Monday:* The company plans to launch up to 700,000 square metres ofnet",reuters,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
245,BRIEF-Entra Signs Lease Contract In Oslo​,02/03/2018,"A NEW 3,500 SQM LEASECONTRACTFOR AKERSGATA 51/APOTEKERGATA 6 IN OSLO",reuters,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
246,"EMERGING MARKETS-Mexico stocks rebound, SQM shares sink in Chile",01/03/2018,"In Chile, shares in SQM, one of the world'slargest lithium producers for thebattery ingredient could weaken, following a statement by SQMthat prices",reuters,0.0|0.784|0.216|0.296,0.117|0.792|0.092|-0.1531
247,Shares of Chilean miner SQM fall on lithium pricing fears,01/03/2018,"SANTIAGO (Reuters) - SQM  shares fell on Thursday of the year,"" SQM said of lithium prices in a statement to announce its",reuters,0.215|0.615|0.169|-0.1531,0.0|0.896|0.104|0.296
248,"World needs at least 50,000 tonnes more lithium per year - SQM",01/03/2018,"company SQM said on Thursday global markets will need atleast 50,000.SQM's Patricio de Solminihac said in an earnings call heexpects world",reuters,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
249,Chile's SQM plans investments of $517 mln in 2018,01/03/2018,"SANTIAGO, March 1 (Reuters) - Chilean miner SQMsaid on Thursday business after an increase inoutput in the second half of 2017.SQM",reuters,0.0|1.0|0.0|0.0,0.0|0.887|0.113|0.3182
250,"BRIEF-Affine Purchases A 5,800 Sqm Office Building In Sèvres ‍​",28/02/2018,"Feb 28 (Reuters) - Affine Re Sa:* AFFINE PURCHASES A 5,800 SQM",reuters,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
251,BRIEF-Magnolia Bostad Sells Property In Örnsberg,28/02/2018,"AREA OFAPPROXIMATELY 6,000 SQM.​* ‍TENANT IS STOCKHOLM STAD",reuters,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
252,"Lithium glut? No way, say industry executives eyeing demand",27/02/2018,"and Chile's SQM, down as much as 8 percent on Monday. Most were down",reuters,0.346|0.654|0.0|-0.4019,0.0|1.0|0.0|0.0
253,EMERGING MARKETS-Mexico peso down on NAFTA jitters; Chilean equities sink,26/02/2018,"Quimica y Minera de Chile SA (SQM), which has attracted investor interest stake in SQM, shed 5.5percent. In the Morgan Stanley note",reuters,0.0|1.0|0.0|0.0,0.0|0.766|0.234|0.7003
254,FMC plans $500 million IPO of lithium business on NYSE in the fall,26/02/2018,"$3 billion, below that of lithium giants such as Chile's SQM",reuters,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
255,"EMERGING MARKETS-Chilean equities fall on lithium price worries, forestry",26/02/2018,"Minera de Chile SA (SQM), which has attracted investor interest due with an indirect stake in SQM, followed asthe second-biggest loser",reuters,0.259|0.741|0.0|-0.4215,0.125|0.662|0.213|0.34
256,BRIEF-Deutsche Industrie Buys Two Commercial Properties In Wuppertal And Remscheid,14/02/2018,"TO APPROX. 36,825 SQM., ANNUALISED RENTOF APPROX. 1.48 MLN EUROS​Source",reuters,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
257,RPT-COLUMN-Why Tesla is turning to Chile for its lithium: Andy Home,07/02/2018,"lithium producer SQM are""exploring"" opportunities after the automotive with the resolution of a long-runningdispute between SQM and Corfo.The prospect",reuters,0.0|1.0|0.0|0.0,0.0|0.769|0.231|0.5859
258,COLUMN-Why Tesla is turning to Chile for its lithium: Andy Home,07/02/2018,"production drive.Tesla and Chilean lithium producer SQM are""exploring between SQM and Corfo.The prospect of a wave of Chilean lithium supply",reuters,0.0|1.0|0.0|0.0,0.0|0.891|0.109|0.296
259,"Nutrien closing in on selling stakes in SQM, Arab Potash Co.: CEO",06/02/2018,"buyers of its stakes in lithium producer SQM and Arab Potash Co Plc, its is things are going very well today,"" he said.Interest in the SQM",reuters,0.0|1.0|0.0|0.0,0.0|0.913|0.087|0.3384
260,"Bidding 'robust' for Nutrien stakes in SQM, Arab Potash Co - executive",06/02/2018,"its stakes in lithium producer SQM andArab Potash Co Plc percent of Chile's SQM, and about 28 percentof Arab Potash. The sales",reuters,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
261,BRIEF-Nutrien interested in buying seed and chemical assets that fit,06/02/2018,call:* NUTRIEN CFO SAYS COMPANY HAS 'ROBUST BIDDING PROCESS' FORSQM,reuters,0.0|0.504|0.496|0.7096,0.0|0.742|0.258|0.4824
262,METALS-Base metals advance ahead of Trump address,29/01/2018,"an additional quota oflithium for local miner SQM, to meetpotential demand",reuters,0.0|1.0|0.0|0.0,0.13|0.87|0.0|-0.128
263,Chile open to increasing SQM lithium quota to satisfy Tesla: Corfo,29/01/2018,"an additional quota of lithium for local miner SQM  were ""exploring"" opportunities after",reuters,0.0|0.769|0.231|0.4588,0.0|0.822|0.178|0.3818
264,Chile open to increasing SQM lithium quota to satisfy Tesla -Corfo,29/01/2018,"anadditional quota of lithium for local miner SQMto meet potential additional Tesla and SQM were ""exploring"" opportunitiesafter Tesla expressed",reuters,0.0|0.769|0.231|0.4588,0.0|1.0|0.0|0.0
265,BRIEF-Nutrien CEO sees SQM stake sale by year end,25/01/2018,"ON DIVESTING STAKES OF SQM,ARABPOTASH COMPANY -CEO* NUTRIEN CEOWESTERNSAHARA -CEO* NUTRIEN CEO SAYS EXPECTS TO SELL SQM STAKE BY YEAR",reuters,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
266,BRIEF-Adler Real Estate Updates 2017 Guidance,25/01/2018,* AVERAGE RENT IN CORE PORTFOLIO HAD REACHED EUR 5.11 PERSQM/MONTH,reuters,0.0|1.0|0.0|0.0,0.0|0.808|0.192|0.2808
267,"EMERGING MARKETS-Chilean, Argentine equities hit record highs",18/01/2018,"it had struck a deal with lithium miner SQM,ending a long dispute over is usedin batteries that power electric cars. While SQM's stock",reuters,0.0|1.0|0.0|0.0,0.198|0.802|0.0|-0.5719
268,"Chile's Corfo, SQM strike deal in lithium dispute",17/01/2018,"on Wednesday that it had struck a deal with lithiumcompany SQM, putting Atacama, home to one of theworld's richest lithium deposits.SQM",reuters,0.412|0.588|0.0|-0.4939,0.085|0.769|0.145|0.34
269,BRIEF-LSR Group Launches New Project In Yekaterinburg,17/01/2018,* SAYS PROJECT COMPRISES TWO BUILDINGS WITH TOTAL AREA OF47.5 THSQM,reuters,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
270,"BRIEF-Saudi's SACO Announces Strategic Plan For 2019, 2020",16/01/2018,"RETAIL AREA OF 228,070SQM* SAYS STRATEGIC PLAN WILL BE FINANCED FROM",reuters,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
271,"Chile government backs Corfo, SQM efforts to resolve royalty dispute: media",13/01/2018,"a dispute with miner SQM over lithium royalties, newspaper La Tercera the meeting in Corfo's offices, according to La Tercera.SQM and Corfo have",reuters,0.269|0.552|0.179|-0.0772,0.114|0.886|0.0|-0.4019
272,"Chile government backs Corfo, SQM efforts to resolve royalty dispute -media",13/01/2018,"a dispute with miner SQM overlithium royalties, newspaper La Tercera the meeting inCorfo's offices, according to La Tercera.SQM and Corfo",reuters,0.269|0.552|0.179|-0.0772,0.13|0.87|0.0|-0.4019
273,Czech Republic - Factors To Watch on Jan 12,12/01/2018,"IKEA will open an 800 sqm shop in thecentre of Prague, becoming",reuters,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
274,BRIEF-Gieag Immobilien Concludes Rental Agreement With LGI,09/01/2018,"FOR TOTAL SPACE OF 55,500 SQMINLOGISTICS PROPERTY IN ERFURT WITH LGI",reuters,0.0|0.652|0.348|0.4939,0.0|1.0|0.0|0.0
275,BRIEF-Buwog buys N. Germany portfolio,09/01/2018,"HAS A TOTAL FLOOR AREA OF AROUND 41,300SQM​* ‍CURRENT VACANCY RATE IS 6%. AVERAGE ACTUAL RENT IS EUR7.36 /SQM​* ‍WE WILL ALSO ENHANCE",reuters,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
276,Bolivia seeks investors to power up lagging lithium output,29/12/2017,ALB.N> and Chile's SQM  will risk their capital,reuters,0.208|0.792|0.0|-0.2732,0.231|0.769|0.0|-0.2732
277,BRIEF-Aedes SIIQ Renewes With Coin Lease Contract For Property Located In Catania,28/12/2017,"FOR PROPERTY LOCATEDINCATANIA, OF ABOUT 8,000 SQM GLASource text",reuters,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
278,Chile could see $7.5 billion in royalties from SQM by 2030 -Corfo,27/12/2017,"miner SQM if it can resolve its dispute with thecompany, authorities said on Wednesday.SQM and Chilean development agency Corfo have been",reuters,0.0|1.0|0.0|0.0,0.111|0.782|0.107|-0.0258
279,BRIEF-Grivalia Properties Says Completes The Acquisition Of Asset Worth EUR 4.1 Mln,22/12/2017,"USES WITH A TOTAL AREA OF C.1,530 SQM.Source text for Eikon:Further company coverage:(Gdynia Newsroom)",reuters,0.0|0.694|0.306|0.5267,0.0|1.0|0.0|0.0
280,BRIEF-Entra: Renewed And Extended Lease Contracts,22/12/2017,"FOR 4,120SQM INCORT ADELERS GATE 30 IN OSLO​* ‍RENEWED LEASE CONTRACT HAS",reuters,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
281,U.S. launches effort to reduce reliance on imports or critical minerals,21/12/2017,"development agency Corfo. Lithium producers SQM, Albemarle and FMC",reuters,0.187|0.813|0.0|-0.3182,0.0|1.0|0.0|0.0
282,BRIEF-Fabege Signs Lease Contract In Solna,21/12/2017,"Dec 21 (Reuters) - Fabege Ab:* FABEGE LEASES 13,800 SQM",reuters,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
283,BRIEF-Castellum Signs Lease Agreement With Arcam,20/12/2017,"REGARDING 11,800 SQM INMÖLNLYCKE​Source text: http://bit.ly/2Bkqkk7",reuters,0.0|0.61|0.39|0.4939,0.0|1.0|0.0|0.0
284,EMERGING MARKETS-Brazil's Bovespa down amid continued fiscal fears,19/12/2017,"rebound,"" Fitch said in anote. Lithium company SQM was the big",reuters,0.286|0.714|0.0|-0.4215,0.0|1.0|0.0|0.0
285,BRIEF-Yanlord Land Group Limited Announces Acquisition Of A Company In China,19/12/2017,"% STAKE IN A PRIME 55,000 SQM GFAREDEVELOPMENT SITE IN SHENZHEN LUOHU",reuters,0.174|0.826|0.0|-0.2263,0.0|1.0|0.0|0.0
286,"CORRECTED-Chile's Corfo, SQM make new effort to settle lithium mining claims",18/12/2017,"and Pampa Calichera, which controls lithium giant SQM, have agreed to suspend production ""significantly,"" Corfo said in astatement. Corfo has accused SQM",reuters,0.0|1.0|0.0|0.0,0.176|0.742|0.082|-0.34
287,REFILE-UPDATE 1-Chile's IPSA stock index up more than 6 pct on Pinera's win,18/12/2017,Lithium producer SQM rose nearly5 percent in Santiago and 8.4 percent,reuters,0.0|0.743|0.257|0.5859,0.0|1.0|0.0|0.0
288,Fitch: CNLP's Bond Rating Unaffected by Tap Issuance,17/12/2017,metres (sqm) ofcompletedlogistic properties as of end-1H17.However,reuters,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
289,Chile politics put Potash in tight spot on SQM stake sale,14/12/2017,") - The chance to own a stake in Chile's SQM, one of the world's top lithium skyrocketed.But the buyer of the 32 percent of SQM being sold by Canadian",reuters,0.0|1.0|0.0|0.0,0.0|0.868|0.132|0.4215
290,Deals of the day- Mergers and acquisitions,07/12/2017,stakein Chilean lithium miner SQM ahead of its proposed merger,reuters,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
291,Potash CEO meets with Chilean government amid stake sale,07/12/2017,to divest its minority stake in Chilean lithium miner SQM ahead of its embroiled in a legal dispute over mining royalties with SQM since May 2014,reuters,0.0|1.0|0.0|0.0,0.099|0.846|0.055|-0.296
292,Fitch Affirms Lippo Karawaci at 'BB-'/'A+(idn)'; Outlook Stable,30/11/2017,"phase consists of 5.0million squaremeters (sqm), including 1.5 million sqm of commercial area, 1million sqm ofopen green space",reuters,0.0|0.761|0.239|0.296,0.0|1.0|0.0|0.0
293,Chinese firms show interest in lithium producer SQM: Potash Corp CEO,29/11/2017,"producer SQM, Potash Corp Chief Executive Jochen Tilk said on Wednesday.Potash has agreed to divest its 32 percent stake in SQM, as well",reuters,0.0|0.769|0.231|0.4588,0.0|0.833|0.167|0.4939
294,China's Sinochem in 3 billion yuan battery material venture,24/11/2017,linked with a move to buy a stake in Chilean lithium producer SQM,reuters,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
295,China's Sinochem in 3 bln yuan battery material venture,24/11/2017,linked with a move to buya stake in Chilean lithium producer SQM,reuters,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
296,Chile lithium miner SQM says legal dispute could linger through 2018,23/11/2017,) - Chilean lithium and fertilizerproducer Sociedad Quimica Y Minera (SQM to resolve the arbitration between SQM and Chileangovernment,reuters,0.205|0.682|0.114|-0.296,0.0|0.852|0.148|0.3818
297,"RPT-Rio Tinto, China's private equity prepare to bid for lithium producer SQM",21/11/2017,"producer SQM (Sociedad Quimica Y Minera),banking sources told Reuters.Given SQM's market capitalisation of around $15 billion,according",reuters,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
298,"Rio Tinto, China's private equity prepare to bid for lithium producer SQM",21/11/2017,are considering a bid for a stake in Chilean lithium producer SQM with rival Agrium Inc . Given SQM's market,reuters,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
299,BRIEF-CPI PROPERTY GROUP buys two real estate projects in Czech Republic,17/11/2017,", WITH LAND PLOTS OF APPROXIMATELY 55.8 THOUSAND SQM, IS LOCATED OF APPROXIMATELY 395 THOUSAND SQM, IS LOCATED IN RITKA,APPROXIMATELY 30",reuters,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
300,CORRECTED-FEATURE-Argentina seeks to overtake Chile in South America lithium race,14/11/2017,State development agency Corfo has claimed Chilean miningcompany SQM is partnering with SQM to build a plant inArgentina's northwestern Jujuy,reuters,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
301,"BRIEF-Corem Property Group rents out 5,300 sqm in Borås​",14/11/2017,"Nov 14 (Reuters) - COREM:* ‍COREM RENTS OUT 5,300 SQM IN BORÅS",reuters,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
302,BRIEF-Yanlord Land Group ‍acquires majority stake in development site in Chengdu,09/11/2017,"in a 106,044 sqm gfa primedevelopmentsite in Chengdu for rmb321",reuters,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
303,Merged fertilizer firm Nutrien eyes U.S. farm suppliers as cash pile builds,08/11/2017,"to divest minority stakes in three companies - SQM , ICL",reuters,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
304,BRIEF-Orco Property Group announces disposal of land bank in Czechia,08/11/2017,AS A SHARE DEAL​* ‍DISPOSED LAND OF APPROXIMATELY 52 THOUSAND SQM WAS SOLD,reuters,0.0|1.0|0.0|0.0,0.0|0.789|0.211|0.4466
305,Fitch Rates KWG's Proposed USD Senior Notes 'BB-(EXP)',07/11/2017,"metres (sqm) ofattributableland at end-June 2017 that was spread an average land cost ofCNY4,515/sqm at end-2016and is sufficient for four",reuters,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
306,BRIEF-Affine acquires three office buildings in Paris Metropole‍​,06/11/2017,"OF 12,000 SQM GLA IN PARISMETROPOLE ‍​* ACQUIRES THREE OFFICE BUILDINGS",reuters,0.0|1.0|0.0|0.0,0.0|0.703|0.297|0.6408
307,Fitch Rates SELP's Proposed Unsecured Notes 'BBB+(EXP)',02/11/2017,"and development of modern big-box assets (""big box"",above 10,000 sqm of24,000 sqm) and meetthe latest industry building specification such as 10",reuters,0.302|0.698|0.0|-0.3818,0.0|0.922|0.078|0.1779
308,"BRIEF-LSR Group ‍completes 65,000 sqm in Novaya Okhta project​",02/11/2017,"Nov 2 (Reuters) - LSR GROUP* SAYS ‍COMPLETES 65,000 SQM IN NOVAYA",reuters,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
309,BRIEF-Emlak Konut REIT signs protocol with Ministry Of Finance to tender land plots in Ankara,02/11/2017,PLOTS BY REVENUE SHARINGMODEL TOTALLY 88.089 SQM AREA IN ANKARA,reuters,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
310,BRIEF-ARENA MINERALS EXERCISES ATACAMA OPTION AGREEMENT WITH SOCIEDAD QUIMICA,01/11/2017,"project, anticipated to form 2 jv co's with sqm on a 80% arena,20% sqm",reuters,0.0|0.714|0.286|0.4939,0.0|1.0|0.0|0.0
311,LMEWEEK-Codelco's lithium a magnet for more than 10 firms - chairman,31/10/2017,Corpand Chile's Sociedad Quimica Y Minera(SQM).Analysts at UBS said,reuters,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
312,Buyers circle Potash Corp stake in lithium producer SQM,26/10/2017,"in Chilean lithium producer SQM SA , Potash's chief in SQM ",reuters,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
313,BRIEF-Potash Corp CEO sees big interest in sale of SQM stake,26/10/2017,encouraged by market conditions for sellingSQM stake* New company' in buyingcompany's SQM stakeFurther company coverage:(Reporting By Rod Nickel),reuters,0.0|0.769|0.231|0.4588,0.0|0.872|0.128|0.3612
314,BRIEF-Potashcorp reports Q3 earnings per share $0.06,26/10/2017,to strength of sqm earnings​* Potash Corp - ‍ lowered upper end,reuters,0.0|0.732|0.268|0.296,0.118|0.63|0.252|0.4019
315,CANADA STOCKS-Oil prices bump up TSX futures,24/10/2017,SQM being sold by Canada's PotashCorp.ANALYST RESEARCH HIGHLIGHTS,reuters,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
316,China's Sinochem says no plans to bid for stake in Chilean lithium producer SQM,23/10/2017,"for a stake in Chilean lithium producer SQM being sold by Canada's PotashCorp Minera (SQM), one of the world's largest lithium producers. It cited",reuters,0.145|0.855|0.0|-0.296,0.0|1.0|0.0|0.0
317,China's Sinochem says has no plans to bid for stake in Chilean lithium producer SQM,23/10/2017,"in Chilean lithium producer SQMbeing sold by Canada's PotashCorp.""Up",reuters,0.136|0.864|0.0|-0.296,0.0|1.0|0.0|0.0
318,"BRIEF-LSR group lowers 2017 sales forecast to 680,000 SQM-Management‍​",17/10/2017,"SQM FROM 770,000 SQM- MANAGEMENT‍​Further company coverage:(Gdynia Newsroom)",reuters,0.158|0.842|0.0|-0.128,0.0|1.0|0.0|0.0
319,Fitch Places LVGEM's 'B+' Ratings on Watch Negative,16/10/2017,"square metres (sqm)of land, mainly in Shenzhen, Dongguan and Zhuhai, which Fitch expects tohave a grossfloor area of about 4 million sqm",reuters,0.346|0.654|0.0|-0.5719,0.0|1.0|0.0|0.0
320,"Talks between SQM, Chile authorities end with no deal",16/10/2017,dispute between Chilean authorities and Sociedad Quimica Y Minera (SQM obligations in its lease agreement with the government. SQM says it has,reuters,0.216|0.784|0.0|-0.296,0.108|0.763|0.129|0.128
321,"BRIEF-alstria office REIT leases 4,300 sqm in the Bieberhaus in Hamburg",10/10/2017,"OFFICE REIT-AG: ALSTRIA LEASES 4,300 SQM IN THE BIEBERHAUS (HAMBURG",reuters,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
322,BRIEF-Megaworld sees further growth in office demand,09/10/2017,"demand, still on-track tohit 1m sqm by end-2017‍​* Co sealed deal",reuters,0.165|0.549|0.286|0.2732,0.13|0.87|0.0|-0.128
323,BRIEF-CA Immobilien Anlagen purchases building B of the Warsaw Spire Komplex,28/09/2017,"OF THE 21,600 SQMFRONTEX OFFICE BUILDING FOR AROUND € 100 M IN LINE",reuters,0.109|0.891|0.0|-0.0258,0.0|1.0|0.0|0.0
324,BRIEF-FastPartner signs lease agreement with Turbo Extreme Sport Zone,26/09/2017,"Sept 26 (Reuters) - FASTPARTNER AB:* ‍RENTS 6,000 SQM TO TURBO",reuters,0.0|0.714|0.286|0.4939,0.0|1.0|0.0|0.0
325,"BRIEF-alstria office REIT leases 4,700 sqm in Cologne",25/09/2017,"OFFICE REIT-AG: ALSTRIA LEASES 4,700SQM IN COLOGNESource text for Eikon",reuters,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
326,RPT-Small cities benefit as southern China project takes off,24/09/2017,"metre (sqm), a quarter of other areas near Shenzhen andjust a tenth",reuters,0.0|0.727|0.273|0.4588,0.0|1.0|0.0|0.0
327,Small cities benefit as southern China project takes off,23/09/2017,"are around 10,000 yuan persquare metre (sqm), a quarter of other areas",reuters,0.0|0.727|0.273|0.4588,0.0|1.0|0.0|0.0
328,Potash Corp hires banks to explore sale of SQM stake: La Tercera,23/09/2017,"percent stake in Chile's Sociedad Quimica Y Minera (SQM) , one of the world's biggest lithium producers, did",reuters,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
329,Potash Corp hires banks to explore sale of SQM stake - La Tercera,23/09/2017,"32 percent stake in Chile'sSociedad Quimica Y Minera (SQM), Chilean, La Tercerareported, without naming sources.Potash Corp and SQM",reuters,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
330,"BRIEF-Fabege let 16,500 sqm to Swedbank",19/09/2017,"Sept 19 (Reuters) - FABEGE AB* FABEGE LETT 16,500 SQM TO SWEDBANK",reuters,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
331,"BRIEF-Palm Hills, NUCA to develop EGP 150 bln residential project",12/09/2017,SPREADING 12.6 MILLION SQM INWEST CAIRO* SAYS CO WILL BE RESPONSIBLE OF BUA OF UP TO 422K SQM* SAYS PROJECT’S INVESTMENT COST IS ESTIMATED,reuters,0.0|1.0|0.0|0.0,0.0|0.883|0.117|0.4648
332,BRIEF-Arena Minerals secures extension deal with SQM,05/09/2017,secured extension deal with SQMextending option exercise date from July 27,reuters,0.0|0.723|0.277|0.3182,0.0|0.787|0.213|0.4019
333,EMERGING MARKETS-Latam currencies firm after Yellen speech; Chile stocks hit high,25/08/2017,by gains inminer SQM and LATAM Airlines. At a conference in Jackson,reuters,0.0|1.0|0.0|0.0,0.0|0.806|0.194|0.34
334,BRIEF-SQM reports Q2 net income of $0.38 per ADR,23/08/2017,Aug 23 (Reuters) - Sociedad Quimica y Minera de Chile S.A.* Q2 net income of $0.38 per ADR* Sociedad Química y Minera de Chile S.A,reuters,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
335,Fitch Rates LVGEM's USD Notes Final 'B+',09/08/2017,", who has secured about 12 million squaremetres (sqm) ofland, mainlyexpects will haveabout 4 million sqm of gross floor area (GFA",reuters,0.0|1.0|0.0|0.0,0.136|0.746|0.118|-0.1027
336,Nissan to sell its electric battery business to GSR Capital,08/08/2017,"Y Minera (SQM), one of the world's biggest lithium producers, Reuters",reuters,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
337,Lithium processors prepare to meet demand in era of electric car,07/08/2017,"Reuters.Expansion plans by Chile's Sociedad Quimica Y Minera (SQM) < estimates FMC, Albemarle, SQM",reuters,0.13|0.87|0.0|-0.128,0.0|1.0|0.0|0.0
338,"BRIEF-Plaza Centers announces disposal of plot totalling about 32,000 sqm",07/08/2017,"OF PLOT TOTALLING ABOUT32,000 SQM IN TIMISOARA, ROMANIA, FOR 7.25 MLN",reuters,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
339,REFILE-Lithium processors prepare to meet demand in era of electric car,07/08/2017,"Reuters.Expansion plans by Chile's Sociedad Quimica Y Minera (SQM.Roskill managing director Robert Baylis estimates FMC,Albemarle, SQM",reuters,0.13|0.87|0.0|-0.128,0.0|1.0|0.0|0.0
340,Fitch Rates CNLP's USD Notes Final 'B',03/08/2017,"supply of around 1billion squaremetres (sqm) at end-2015 - in sharp, with more than 2 million sqm ofcompleted logisticproperties. CNLP",reuters,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
341,"Fitch Assigns LVGEM First-Time 'B+' Rating, Rates USD Notes",02/08/2017,"about 12 million squaremetres (sqm) ofland, mainly in Shenzhen 4 million sqm of gross floor area (GFA) and will beinjected in 2018",reuters,0.0|1.0|0.0|0.0,0.134|0.866|0.0|-0.4767
342,Fitch Assigns Sunac's Proposed Notes 'BB-(EXP)'; Watch Negative,01/08/2017,"square metres (sqm)in gross floorarea (GFA), against sales of 6 million sqm. We believe the 1H17landacquisitions will not generate sales",reuters,0.346|0.654|0.0|-0.5719,0.147|0.853|0.0|-0.4767
343,BRIEF-Barwa Real Estate awards 140 mln riyals contract to Qatar Building Engineering,30/07/2017,"TOTAL CONSTRUCTION BUILT-UP AREA OF AROUND193,000 SQM, INCLUDES",reuters,0.0|0.786|0.214|0.4588,0.0|1.0|0.0|0.0
